Protein Id	Gene Symbol	Description	Group ID	Number of peptides	Collapsed	Parsimony	default~rq_126_sn sum	default~rq_127n_sn sum	default~rq_127c_sn sum	default~rq_128n_sn sum	default~rq_128c_sn sum	default~rq_129n_sn sum	default~rq_129c_sn sum	default~rq_130n_sn sum	default~rq_130c_sn sum	default~rq_131_sn sum	default~rq_131c_sn sum
sp|Q6NTF9|RHBD2_HUMAN	RHBDD2	RHBD2_HUMAN Rhomboid domain-containing protein 2	7210	14	C	UR	3696.29	2723.66	1666.18	2052.36	3131.5	2088.21	1249.52	1046.88	1425.83	4095.08	2898.11
sp|Q8TEQ0|SNX29_HUMAN	SNX29	SNX29_HUMAN Sorting nexin-29	7211	10	C	UR	956.849	1207.83	763.521	1565.73	1650.93	933.614	1313.81	1694.28	1412.41	1179.35	980.594
sp|Q9UHC1|MLH3_HUMAN	MLH3	MLH3_HUMAN DNA mismatch repair protein Mlh3	7212	1	C	UR	54.3369	179.068	158.819	92.6493	173.698	288.414	245.217	132.242	128.936	74.4215	154.568
sp|O43681|ASNA_HUMAN	ASNA1	ASNA_HUMAN ATPase ASNA1	7213	104	C	UR	25143.8	27246.6	15371.4	14572.2	15708.4	19941.2	12174.9	13402.2	18508.7	16040.6	16774.3
sp|Q8N0V5|GNT2A_HUMAN	GCNT2	GNT2A_HUMAN N-acetyllactosaminide beta-1,6-N-acetylglucosaminyl-transferase, isoform A	7214	2	C	UR	194.715	124.411	385.973	73.097	487.479	93.0396	116.757	157.257	147.721	263.709	222.278
sp|Q8N3X6|LCORL_HUMAN	LCORL	LCORL_HUMAN Ligand-dependent nuclear receptor corepressor-like protein	7215	2	C	UR	164.614	68.5341	74.7857	192.066	193.133	282.357	577.343	387.21	233.499	153.599	157.155
sp|Q16637|SMN_HUMAN	SMN1	SMN_HUMAN Survival motor neuron protein	7216	33	C	UR	4054.22	3938.67	3227.33	4520.18	4087.6	4492.76	5708.77	11489.3	5141.41	6410.23	4918.5
sp|Q86XS8|GOLI_HUMAN	RNF130	GOLI_HUMAN E3 ubiquitin-protein ligase RNF130	7217	8	C	UR	2203.69	908.045	1320.99	902.558	1301.37	1558.35	1927.25	1821.63	1372.43	1542.92	1413.28
sp|Q9H2H9|S38A1_HUMAN	SLC38A1	S38A1_HUMAN Sodium-coupled neutral amino acid transporter 1	7219	16	C	UR	7763.62	2717.06	1851.73	1792.2	2008.07	2750.05	3141.58	2239.5	1439.63	4153.71	4963.75
sp|P62495|ERF1_HUMAN	ETF1	ERF1_HUMAN Eukaryotic peptide chain release factor subunit 1	7220	133	C	UR	23454.4	26707.8	20342	32180.6	23708.4	28308.8	28411.9	28742.5	29874.2	24487	21158.6
sp|Q9H7C9|AAMDC_HUMAN	AAMDC	AAMDC_HUMAN Mth938 domain-containing protein	7221	26	C	UR	1237.89	9318.97	3078.86	2185.25	1150.8	2840.49	5752.21	1973.89	2634.72	1421.88	1917.71
sp|P13866|SC5A1_HUMAN	SLC5A1	SC5A1_HUMAN Sodium/glucose cotransporter 1	7222	2	C	UR	3362.86	64.1326	308.048	50.0667	79.7331	45.9999	38.2879	47.8885	51.5869	45.467	62.6235
sp|Q92543|SNX19_HUMAN	SNX19	SNX19_HUMAN Sorting nexin-19	7223	8	C	UR	1063.65	1155.16	452.071	1585.29	922.282	1561.05	1418.95	1200.89	1871.71	1571.63	1600.25
sp|O95619|YETS4_HUMAN	YEATS4	YETS4_HUMAN YEATS domain-containing protein 4	7224	17	C	UR	3273.94	2517	2204.59	2629.03	2458.71	4435.16	3568.3	3389.73	3535.74	3704.87	3571.99
sp|Q9UM00|TMCO1_HUMAN	TMCO1	TMCO1_HUMAN Transmembrane and coiled-coil domain-containing protein 1	7225	18	C	UR	4115.42	4189.67	3410.11	3842.86	2713.65	1464.21	2183.99	1926.35	1593.15	2839.49	2897.86
sp|Q14624|ITIH4_HUMAN	ITIH4	ITIH4_HUMAN Inter-alpha-trypsin inhibitor heavy chain H4	7226	2	C	UR	345.269	117.653	519.864	183.044	167.802	332.503	407.373	527.425	377.329	188.767	224.085
sp|Q08AG7|MZT1_HUMAN	MZT1	MZT1_HUMAN Mitotic-spindle organizing protein 1	7227	8	C	UR	419.438	483.803	437.539	728.223	604.242	493.841	294.608	472.316	604.033	534.426	574.508
sp|Q9Y519|T184B_HUMAN	TMEM184B	T184B_HUMAN Transmembrane protein 184B	7228	10	C	UR	1171.93	1369.45	1375.38	842.391	1138.94	582.474	675.111	691.373	841.042	675.054	814.954
##sp|Q96DT5|DYH11_HUMAN	##DNAH11	##DYH11_HUMAN ##Dynein heavy chain 11, axonemal	7229	1	C	UR	201.646	137.914	164.558	164.849	112.16	86.2651	105.514	176.085	86.4377	188.748	169.322
sp|O14925|TIM23_HUMAN	TIMM23	TIM23_HUMAN Mitochondrial import inner membrane translocase subunit Tim23	7230	53	C	UR	6669.53	6173.26	7391.2	6011.83	7002.45	7344.85	11498.8	7116.72	4991.23	7582.7	6870.33
sp|Q969S8|HDA10_HUMAN	HDAC10	HDA10_HUMAN Histone deacetylase 10	7231	1	C	UR	205.491	330.292	160.165	138.55	300.935	86.4188	138.951	108.002	128.869	132.733	143.419
##sp|Q14315|FLNC_HUMAN	##FLNC	##FLNC_HUMAN ##Filamin-C	7233	4	C	UR	446.381	1586.66	478.302	1119.01	984.66	1026.16	941.133	990.783	2306.91	150.551	587.672
sp|Q9ULF5|S39AA_HUMAN	SLC39A10	S39AA_HUMAN Zinc transporter ZIP10	7234	40	C	UR	4102.45	9562.58	3860.86	8818.93	4659.06	8160.14	8511.84	6165.29	8177.33	7839.32	8398.34
sp|Q9Y5N6|ORC6_HUMAN	ORC6	ORC6_HUMAN Origin recognition complex subunit 6	7235	7	C	UR	342.62	486.338	451.795	497.439	443.643	1646.09	1344.18	3201.44	2486.28	987.13	906.407
sp|A6NFQ2|F115C_HUMAN	FAM115C	F115C_HUMAN Protein FAM115C	7236	11	C	UR	693.975	2122.71	1990.45	1224.53	1760.44	1203.32	504.239	633.989	522.654	2764.47	2131.83
sp|Q9Y2S2|CRYL1_HUMAN	CRYL1	CRYL1_HUMAN Lambda-crystallin homolog	7237	11	C	UR	1276.88	933.1	1024.73	2034.23	7634.92	690.793	726.402	485.996	1768.84	1136.18	1012.07
sp|O95379|TFIP8_HUMAN	TNFAIP8	TFIP8_HUMAN Tumor necrosis factor alpha-induced protein 8	7238	3	C	UR	325.989	1404.19	439.833	689.888	424.952	1137.44	360.737	451.916	1036.28	911.206	947.187
sp|Q9UKF7|PITC1_HUMAN	PITPNC1	PITC1_HUMAN Cytoplasmic phosphatidylinositol transfer protein 1	7239	9	C	UR	1697.35	1470.34	1628.58	2352.44	1440.5	906.421	530.68	1022.73	1127.2	1540.36	1324.51
sp|O60279|SUSD5_HUMAN	SUSD5	SUSD5_HUMAN Sushi domain-containing protein 5	7240	9	C	UR	284.36	330.936	303.72	409.253	407.308	8437.96	1807.28	2717.73	1119.38	1494.17	1916.42
sp|Q9NX01|TXN4B_HUMAN	TXNL4B	TXN4B_HUMAN Thioredoxin-like protein 4B	7241	8	C	UR	814.162	904.803	915.111	904.667	576.042	1849.54	1765.48	2109.72	1794.51	1220.72	1364.35
sp|Q9NP72-2|RAB18_HUMAN	RAB18	RAB18_HUMAN Isoform 2 of Ras-related protein Rab-18	7242	79	C	UR	8516.97	19264.8	20562.2	17442.7	21172.1	10100.4	9796.15	10438	13876.6	15616.8	13676.6
sp|Q96EK6|GNA1_HUMAN	GNPNAT1	GNA1_HUMAN Glucosamine 6-phosphate N-acetyltransferase	7243	60	C	UR	13287.4	13501.7	16562.9	5983.82	18493.6	4584.95	9361.62	11714.9	6640.66	7850.31	7131.67
sp|A7E3W2|LG3BP_BOVIN_contaminant	LGALS3BP	LG3BP_BOVIN_contaminant Galectin-3-binding protein	7244	7	C	UR	3999.39	251.152	541.361	333.247	220.742	405.134	543.914	557.948	418.954	488.735	283.36
sp|Q9BVV6-3|TALD3_HUMAN	KIAA0586	TALD3_HUMAN Isoform 3 of Protein TALPID3	7245	5	C	UR	281.849	347.768	293.298	360.193	359.773	396.441	394.516	956.562	474.538	476.805	514.099
sp|Q15165|PON2_HUMAN	PON2	PON2_HUMAN Serum paraoxonase/arylesterase 2	7246	83	C	UR	36697.2	14917.7	28242.3	12218	12385.7	10589.1	14599.6	5388	9947.55	16518	16736.5
sp|Q99551|MTERF_HUMAN	MTERF	MTERF_HUMAN Transcription termination factor, mitochondrial	7247	11	C	UR	3345.43	1867.19	2625.32	1347.02	2944.39	1888.49	3303.59	2075.63	1482.31	4178.63	3691.05
sp|Q9Y4Z0|LSM4_HUMAN	LSM4	LSM4_HUMAN U6 snRNA-associated Sm-like protein LSm4	7248	38	C	UR	8285.68	5969.05	10036.9	6872.57	7418.54	9554.04	8511.05	8571.22	9026.13	7461.52	7648.8
sp|Q8N983-4|RM43_HUMAN	MRPL43	RM43_HUMAN Isoform 4 of 39S ribosomal protein L43, mitochondrial	7249	21	C	UR	4895.69	3518.35	4155.13	2968.13	2784.81	3551.8	3451.81	2225.15	2458.97	3670.73	3374.38
sp|P53582|MAP11_HUMAN	METAP1	MAP11_HUMAN Methionine aminopeptidase 1	7250	99	C	UR	6886.58	7265.9	7738.18	10244.5	10654.6	11391.8	19427.8	12992.9	19043.9	13948.5	13699
sp|Q8IY45|AMN1_HUMAN	AMN1	AMN1_HUMAN Protein AMN1 homolog	7251	6	C	UR	459.591	667.749	676.151	1177.69	1034.31	633.369	987.477	653.198	2661.67	438.551	638.37
sp|Q9Y679|AUP1_HUMAN	AUP1	AUP1_HUMAN Ancient ubiquitous protein 1	7252	60	C	UR	10609.3	13396.6	7033.71	9719.15	4644.61	8184.94	6360.86	5655.23	6126.04	9531.14	8029.93
sp|Q7Z5L2|R3HCL_HUMAN	R3HCC1L	R3HCL_HUMAN Coiled-coil domain-containing protein R3HCC1L	7253	4	C	UR	128.829	153.777	95.0705	246.51	245.268	339.61	410.994	335.531	293.798	258.438	288.363
sp|O75380|NDUS6_HUMAN	NDUFS6	NDUS6_HUMAN NADH dehydrogenase [ubiquinone] iron-sulfur protein 6, mitochondrial	7254	21	C	UR	6412.49	3244.49	3892.2	3289.51	3564	1480.87	2936.23	2215.26	2315.66	2958.71	3133.9
sp|Q9H246|CA021_HUMAN	C1orf21	CA021_HUMAN Uncharacterized protein C1orf21	7255	7	C	UR	281.341	2085.4	979.319	1218.52	1874.15	442.742	379.046	223.923	249.216	565.299	731.537
sp|P56556|NDUA6_HUMAN	NDUFA6	NDUA6_HUMAN NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 6	7256	28	C	UR	14437.2	8576.32	7232.87	5473.4	4835.34	2835.35	3364.59	3857.35	3563.28	4540.92	5258.5
sp|P17010|ZFX_HUMAN	ZFX	ZFX_HUMAN Zinc finger X-chromosomal protein	7257	8	C	UR	997.042	2213.94	1052.99	1802.58	1840.01	2278.14	1368.65	979.828	2676.52	1387.88	2322.82
sp|Q06033|ITIH3_HUMAN	ITIH3	ITIH3_HUMAN Inter-alpha-trypsin inhibitor heavy chain H3	7258	7	C	UR	1469.51	487.867	3380.51	765.731	798.064	1541.63	1623.66	1936.12	1547.62	1723.73	2406.74
sp|Q8TER0|SNED1_HUMAN	SNED1	SNED1_HUMAN Sushi, nidogen and EGF-like domain-containing protein 1	7259	1	C	UR	218.02	31.844	69.31	40.3517	51.5185	19.7792	22.3036	18.417	34.7403	35.7008	23.0562
sp|O76075|DFFB_HUMAN	DFFB	DFFB_HUMAN DNA fragmentation factor subunit beta	7260	7	C	UR	385.568	444.507	319.557	291.369	250.137	355.276	689.754	364.017	410.346	444.996	467.433
sp|Q6NXT4-2|ZNT6_HUMAN	SLC30A6	ZNT6_HUMAN Isoform 2 of Zinc transporter 6	7261	18	C	UR	3918.15	5255.45	2912.53	3171.96	4749.82	2133.32	3072.1	2323.92	2453.44	3470.9	3340.28
sp|Q96HB5-3|CC120_HUMAN	CCDC120	CC120_HUMAN Isoform 3 of Coiled-coil domain-containing protein 120	7262	9	C	UR	751.582	1359.38	1006.37	1844.76	1408.88	1043.52	749.531	873.91	560.787	918.357	874.2
sp|Q9NYR9|KBRS2_HUMAN	NKIRAS2	KBRS2_HUMAN NF-kappa-B inhibitor-interacting Ras-like protein 2	7263	14	C	UR	3404.95	3523.73	4877.64	4485.98	3362.13	1070.32	2361.4	1689.12	2696.47	1997.14	2540.94
sp|Q9UJG1-3|MSPD1_HUMAN	MOSPD1	MSPD1_HUMAN Isoform 3 of Motile sperm domain-containing protein 1	7264	5	C	UR	1528.12	1259	1363.46	553.574	595.842	1079.73	891.806	903.109	590.159	1011.82	883.436
sp|Q13835|PKP1_HUMAN_contaminant	PKP1	PKP1_HUMAN_contaminant Plakophilin-1	7265	5	C	UR	678.846	692.523	234.844	562.176	446.94	721.285	373.329	355.312	452.974	1752.64	1750.95
sp|A2A2Y4|FRMD3_HUMAN	FRMD3	FRMD3_HUMAN FERM domain-containing protein 3	7266	2	C	UR	88.5863	77.2827	42.7762	92.8863	422.787	768.356	172.181	323.569	151.234	196.789	269.93
sp|O14832|PAHX_HUMAN	PHYH	PAHX_HUMAN Phytanoyl-CoA dioxygenase, peroxisomal	7267	47	C	UR	4547.42	9354.81	69812	7023.38	5343.83	2179.88	3405.43	1809.26	4173.16	3416.45	3069.66
##sp|Q14008-3|CKAP5_HUMAN	##CKAP5	##CKAP5_HUMAN ##Isoform 3 of Cytoskeleton-associated protein 5	7268	4	C	UR	241.216	406.978	230.779	250.896	260.779	328.771	319.109	332.736	456.496	220.884	351.206
sp|Q8NHS3|MFSD8_HUMAN	MFSD8	MFSD8_HUMAN Major facilitator superfamily domain-containing protein 8	7269	2	C	UR	248.526	300.082	192.274	300.07	328.216	203.212	288.747	353.217	235.665	510.556	512.025
sp|Q8TBB1|LNX1_HUMAN	LNX1	LNX1_HUMAN E3 ubiquitin-protein ligase LNX	7270	13	C	UR	8001.97	1412.12	1517.07	1078.17	1921.38	791.932	737.667	479.71	630.002	552.233	589.679
tr|F2Z3Q2|F2Z3Q2_HUMAN	VKORC1	F2Z3Q2_HUMAN Vitamin K epoxide reductase complex subunit 1	7271	1	C	UR	18.431	17.4696	53.5776	9.45728	1231.76	19.6573	63.4235	39.43	32.2083	22.5976	28.6088
sp|O00478|BT3A3_HUMAN	BTN3A3	BT3A3_HUMAN Butyrophilin subfamily 3 member A3	7272	6	C	UR	1398.45	1163.65	890.222	335.571	275.052	808.292	860.021	504.372	1306.34	2117.61	1823.94
sp|O43920|NDUS5_HUMAN	NDUFS5	NDUS5_HUMAN NADH dehydrogenase [ubiquinone] iron-sulfur protein 5	7273	24	C	UR	9116.4	3515.55	5358.2	3913.49	4404.52	1639.88	4300.29	3078.3	3442.9	4393.68	4673.68
sp|P16455|MGMT_HUMAN	MGMT	MGMT_HUMAN Methylated-DNA--protein-cysteine methyltransferase	7274	24	C	UR	3032.17	3335.87	740.23	4320.52	2453.72	6794.28	5959.67	4124.96	6160.04	2615.97	2597.6
##sp|Q5D862|FILA2_HUMAN_contaminant	##FLG2	##FILA2_HUMAN_contaminant ##Filaggrin-2	7275	1	C	UR	235.398	124.569	100.483	140.301	120.505	75.4029	107.685	75.1738	94.6317	104.477	188.004
sp|Q9UGC7|RF1ML_HUMAN	MTRF1L	RF1ML_HUMAN Peptide chain release factor 1-like, mitochondrial	7276	5	C	UR	778.146	878.943	855.328	381.822	591.686	336.248	439.825	507.409	622.23	471.444	512.427
sp|Q70Z53|F10C1_HUMAN	FRA10AC1	F10C1_HUMAN Protein FRA10AC1	7277	14	C	UR	1486.31	2504.26	1530.92	2259.35	1870.94	2735.92	2636.31	1919.9	1464.53	1959.04	1700.12
sp|Q7Z7F7-2|RM55_HUMAN	MRPL55	RM55_HUMAN Isoform 2 of 39S ribosomal protein L55, mitochondrial	7278	21	C	UR	3195.04	2693.36	3167.79	2089.73	2041.3	2216.23	1710.59	1410.67	1507.24	1819.15	1872.86
sp|P33151|CADH5_HUMAN	CDH5	CADH5_HUMAN Cadherin-5	7279	2	C	UR	120.227	72.9183	439.861	83.1927	127.181	321.255	109.628	128.818	126.378	114.063	174.263
sp|P52803|EFNA5_HUMAN	EFNA5	EFNA5_HUMAN Ephrin-A5	7280	6	C	UR	1029.72	877.108	582.662	449.546	900.268	513.861	1991.46	1514.57	1205.76	789.214	1004.87
sp|Q9ULW5|RAB26_HUMAN	RAB26	RAB26_HUMAN Ras-related protein Rab-26	7281	2	C	UR	593.561	133.478	205.422	388.021	381.331	81.927	69.4476	77.7902	61.968	113.91	104.667
sp|Q9H9V9|JMJD4_HUMAN	JMJD4	JMJD4_HUMAN JmjC domain-containing protein 4	7282	5	C	UR	120.871	367.059	366.734	741.394	444.713	430.253	324.273	227.872	344.27	242.106	236.595
sp|O95168|NDUB4_HUMAN	NDUFB4	NDUB4_HUMAN NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 4	7283	23	C	UR	5701.54	2265.94	3386.79	2467.72	2355.14	1225.31	2630.66	2044.07	2104.2	2704.2	2227.56
sp|P60484|PTEN_HUMAN	PTEN	PTEN_HUMAN Phosphatidylinositol 3,4,5-trisphosphate 3-phosphatase and dual-specificity protein phosphatase PTEN	7284	12	C	UR	999.605	1868.13	1307.45	551.373	2187.58	1840.46	1358.8	1357.78	1012.06	1792.71	1746.96
sp|Q9H7H0-3|MET17_HUMAN	METTL17	MET17_HUMAN Isoform 3 of Methyltransferase-like protein 17, mitochondrial	7285	16	C	UR	3944.21	2426.13	2522.5	2169.34	4320.25	2408.92	2090.75	5409	2101.43	4864.69	4329.76
sp|Q9NXF8-2|ZDHC7_HUMAN	ZDHHC7	ZDHC7_HUMAN Isoform 2 of Palmitoyltransferase ZDHHC7	7286	2	C	UR	370.09	610.309	530.225	771.563	464.079	324.58	450.25	345.746	612.597	408.229	353.449
sp|P27658|CO8A1_HUMAN	COL8A1	CO8A1_HUMAN Collagen alpha-1(VIII) chain	7287	4	C	UR	213.901	202.616	213.275	206.433	241.096	575.535	259.948	206.971	612.992	784.551	483.383
sp|Q9BTL3|RAM_HUMAN	FAM103A1	RAM_HUMAN RNMT-activating mini protein	7288	18	C	UR	1197.92	1496.23	2427.44	1808.88	1413.62	1774.35	2508.94	1795.77	1624.02	1908.93	1633.79
sp|Q8TBP0|TBC16_HUMAN	TBC1D16	TBC16_HUMAN TBC1 domain family member 16	7289	3	C	UR	582.551	299.183	443.804	407.229	345.486	135.796	127.817	87.1285	285.213	203.009	191.637
sp|Q9BTV4|TMM43_HUMAN	TMEM43	TMM43_HUMAN Transmembrane protein 43	7290	80	C	UR	4972.09	14072	9361.44	9570.73	12146.8	14406.5	10291.1	12583.2	9776.42	20509.3	20795.1
sp|Q969X5|ERGI1_HUMAN	ERGIC1	ERGI1_HUMAN Endoplasmic reticulum-Golgi intermediate compartment protein 1	7291	65	C	UR	16116.2	7422.33	15402.5	12958.9	29676.7	5743.67	5583.56	5551.49	3647.87	7053.3	5459.83
sp|O14610|GBGT2_HUMAN	GNGT2	GBGT2_HUMAN Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-T2	7292	2	C	UR	64.4329	88.118	78.7001	92.1083	74.6006	205.023	143.211	3309.52	189.527	206.914	74.7046
sp|P61960|UFM1_HUMAN	UFM1	UFM1_HUMAN Ubiquitin-fold modifier 1	7294	12	C	UR	2036.13	1797.14	2517.91	2460.43	3127.29	1774.72	2206.21	2330.76	2637.25	2106.49	2400.39
sp|P41567|EIF1_HUMAN	EIF1	EIF1_HUMAN Eukaryotic translation initiation factor 1	7295	42	C	UR	6391.07	6040.51	4924.2	6828.33	5789.18	8093.04	8449.94	8628.61	11305.7	6763.18	6837.36
sp|O60739|EIF1B_HUMAN	EIF1B	EIF1B_HUMAN Eukaryotic translation initiation factor 1b	7295	4	C	UR	334.88	491.124	497.271	657.217	1227.05	1608.61	1637.14	1520.15	784.503	994.094	1019.2
sp|Q10587|TEF_HUMAN	TEF	TEF_HUMAN Thyrotroph embryonic factor	7296	6	C	UR	1806.5	1020.14	1122.72	718.852	2295.6	1212.41	1351.42	419.073	3807.1	1526.4	1583.9
sp|P56559|ARL4C_HUMAN	ARL4C	ARL4C_HUMAN ADP-ribosylation factor-like protein 4C	7297	4	C	UR	207.048	113.665	265.32	176.497	201.198	2463.37	483.122	377.608	1766.33	1228.9	929.985
sp|Q7LGC8|CHST3_HUMAN	CHST3	CHST3_HUMAN Carbohydrate sulfotransferase 3	7298	7	C	UR	155.089	146.473	314.954	341.33	442.603	1209.82	442.446	993.833	1288.66	777.938	946.657
sp|Q15735|PI5PA_HUMAN	INPP5J	PI5PA_HUMAN Phosphatidylinositol 4,5-bisphosphate 5-phosphatase A	7299	5	C	UR	2073.65	756.139	1873.81	1180.31	1613.43	543.036	666.37	605.173	491.756	925.36	829.239
sp|Q9P2G3|KLH14_HUMAN	KLHL14	KLH14_HUMAN Kelch-like protein 14	7300	12	C	UR	431.671	434.219	536.816	734.138	847.74	5163.38	9615.48	759.982	1009.96	511.785	515.976
sp|Q8N755|PQLC3_HUMAN	PQLC3	PQLC3_HUMAN PQ-loop repeat-containing protein 3	7301	6	C	UR	783.933	820.749	1187.7	2391.06	670.75	304.045	224.238	228.727	348.746	784.975	563.682
sp|Q96B49|TOM6_HUMAN	TOMM6	TOM6_HUMAN Mitochondrial import receptor subunit TOM6 homolog	7302	10	C	UR	2640	2484.6	3881.71	2268.29	2186.78	1790.75	1549.64	1758.18	1347.15	2248.39	2240.41
sp|Q8TBZ3-7|WDR20_HUMAN	WDR20	WDR20_HUMAN Isoform 7 of WD repeat-containing protein 20	7303	15	C	UR	3724.76	3824.54	2117.64	3130.25	4328.02	1966.58	3136.29	2156.48	2654.77	2466.86	2616.18
sp|O75881|CP7B1_HUMAN	CYP7B1	CP7B1_HUMAN 25-hydroxycholesterol 7-alpha-hydroxylase	7304	4	C	UR	415.355	84.8222	820.223	255.788	125.893	1257.29	108.302	128.571	104.757	345.121	322.477
sp|O95273|CCDB1_HUMAN	CCNDBP1	CCDB1_HUMAN Cyclin-D1-binding protein 1	7305	5	C	UR	724.785	1127.34	1388.86	904.272	381.834	1279.63	1125.29	1520.99	1214.6	2892.92	2060.19
sp|Q86SQ4-3|GP126_HUMAN	GPR126	GP126_HUMAN Isoform 3 of G-protein coupled receptor 126	7306	10	C	UR	584.085	571.827	869.356	616.312	675.424	859.886	487.073	3578.61	793.899	1755.31	1382.6
sp|Q15113|PCOC1_HUMAN	PCOLCE	PCOC1_HUMAN Procollagen C-endopeptidase enhancer 1	7307	4	C	UR	275.652	310.698	289.622	255.875	282.881	368.6	339.612	333.744	468.048	2590.62	2305.55
sp|Q96M94|KLH15_HUMAN	KLHL15	KLH15_HUMAN Kelch-like protein 15	7308	3	C	UR	132.409	247.651	142.407	288.231	242.51	557.466	377.506	426.517	479.872	397.052	343.723
sp|Q8N8Z6|DCBD1_HUMAN	DCBLD1	DCBD1_HUMAN Discoidin, CUB and LCCL domain-containing protein 1	7309	1	C	UR	18.7658	8.91187	13.762	8.70539	12.472	13.1694	16.9286	24.64	48.0327	30.1603	29.2043
sp|Q9Y234|LIPT_HUMAN	LIPT1	LIPT_HUMAN Lipoyltransferase 1, mitochondrial	7310	2	C	UR	176.902	133.952	239.797	129.084	198.553	155.414	198.683	127.866	131.885	193.52	166.496
sp|Q9BZR9|TRIM8_HUMAN	TRIM8	TRIM8_HUMAN Probable E3 ubiquitin-protein ligase TRIM8	7311	4	C	UR	333.94	279.592	325.601	405.672	402.793	592.657	360.881	325.098	277.229	570.744	460.238
sp|Q0P6H9|TMM62_HUMAN	TMEM62	TMM62_HUMAN Transmembrane protein 62	7312	15	C	UR	2129.68	7788.35	4102.07	3458.53	7140.43	868.687	1306.88	1029.63	1066.64	3721.81	3071.2
sp|Q5VUM1|CF057_HUMAN	C6orf57	CF057_HUMAN UPF0369 protein C6orf57	7313	6	C	UR	2298.2	2845.23	1604.93	654.496	2223.4	925.224	291.273	570.725	259.024	1234.54	767.358
sp|Q13286|CLN3_HUMAN	CLN3	CLN3_HUMAN Battenin	7314	15	C	UR	6083.46	2503.94	2223.8	4500.68	5660.24	1097.05	1514.46	1148.49	1274.97	3739.3	3432.11
sp|Q5D0E6|DALD3_HUMAN	DALRD3	DALD3_HUMAN DALR anticodon-binding domain-containing protein 3	7315	3	C	UR	85.5678	138.112	132.506	164.664	160.183	162.889	276.92	204.184	224.557	164.616	150.746
sp|Q6DKI2|LEG9C_HUMAN	LGALS9C	LEG9C_HUMAN Galectin-9C	7316	9	C	UR	6814.05	405.157	1118.69	627.99	551.144	404.05	654.313	299.122	375.491	969.76	871.636
sp|O00182|LEG9_HUMAN	LGALS9	LEG9_HUMAN Galectin-9	7316	3	C	UR	459.254	84.3646	120.273	90.5678	83.7588	88.1009	90.6499	49.2692	51.4262	89.8684	103.005
sp|Q8N960|CE120_HUMAN	CEP120	CE120_HUMAN Centrosomal protein of 120 kDa	7317	5	C	UR	480.93	622.622	404.331	528.022	376.67	294.817	374.82	476.534	428.623	538.431	532.473
sp|Q9BTT4|MED10_HUMAN	MED10	MED10_HUMAN Mediator of RNA polymerase II transcription subunit 10	7318	22	C	UR	2931.07	3813.91	3422.92	4760.76	2891.4	5167.66	5916.87	5101.35	4777.1	4757.51	4670.57
sp|P61129|ZC3H6_HUMAN	ZC3H6	ZC3H6_HUMAN Zinc finger CCCH domain-containing protein 6	7319	4	C	UR	773.095	731.54	335.957	498.028	347.963	470.05	194.908	164.337	226.624	242.743	207.571
sp|P10600|TGFB3_HUMAN	TGFB3	TGFB3_HUMAN Transforming growth factor beta-3	7320	8	C	UR	466.658	1659.75	6544.27	2317.5	3989.83	291.129	413.842	107.078	152.006	1287.9	1616.01
sp|Q9NPE3|NOP10_HUMAN	NOP10	NOP10_HUMAN H/ACA ribonucleoprotein complex subunit 3	7321	28	C	UR	3405.94	2991.27	2888.21	2645.15	2962.76	3809.64	3337.91	2939	2507.87	1965.33	3129.33
sp|P01008|ANT3_HUMAN	SERPINC1	ANT3_HUMAN Antithrombin-III	7322	12	C	UR	989.736	885.277	3235.37	1295.04	1734.33	2661.86	2960.1	4350.31	2930.06	6889.14	9286.3
sp|P14859-2|PO2F1_HUMAN	POU2F1	PO2F1_HUMAN Isoform 2 of POU domain, class 2, transcription factor 1	7323	36	C	UR	5259.94	6947.67	5464.88	7307.66	7349.31	5784.92	7117.87	4614.82	6289.7	3950.37	3399.35
sp|Q14592|ZN460_HUMAN	ZNF460	ZN460_HUMAN Zinc finger protein 460	7324	10	C	UR	884.019	906.288	1033.23	1400.89	1254.35	1887.38	1549.91	695.974	1344.14	1699.5	1489.03
sp|P36405|ARL3_HUMAN	ARL3	ARL3_HUMAN ADP-ribosylation factor-like protein 3	7325	54	C	UR	3584.59	17607.4	6004.17	21086.2	14746.7	10680.3	12552	7505.44	13607.7	8442.17	10325.4
sp|Q96F46|I17RA_HUMAN	IL17RA	I17RA_HUMAN Interleukin-17 receptor A	7326	6	C	UR	853.047	574.964	700.95	827.848	708.188	521.122	595.522	903.974	804.368	1183.74	1142.07
sp|Q9H7X7|RABL5_HUMAN	RABL5	RABL5_HUMAN Rab-like protein 5	7327	8	C	UR	861.689	1338.49	919.714	1745.25	1513.08	1750.34	2979.46	2209.08	2719.89	1358.93	1598.58
##sp|O75592|MYCB2_HUMAN	##MYCBP2	##MYCB2_HUMAN ##Probable E3 ubiquitin-protein ligase MYCBP2	7328	4	C	UR	1226.7	483.229	442.904	630.568	642.59	535.527	471.053	560.29	724.29	337.07	384.261
